,RL HNA,RL LNA,RL ranking
0,0.4806448590910942,0.48064485953797553,1.0
1,0.6128909101223625,0.6128909105254743,2.0
2,0.6416042200801901,0.6416042204291268,3.0
3,0.6909043309118393,0.6909043311764977,4.0
4,0.6374180046156817,0.6374180049411678,5.0
5,0.6387162806998592,0.6387162811227313,6.0
6,0.6754557902417337,0.6754557906488206,7.0
7,0.7280268966398077,0.7280268969391059,8.0
8,0.7119671166610093,0.7119671168716203,9.0
9,0.7443593357313245,0.7443593361776295,10.0
10,0.8211303238875141,0.8211303243068426,11.0
11,0.8215139968288546,0.8215139972799131,12.0
12,0.8530261325384448,0.8530261329422121,13.0
13,0.8481054981398738,0.8481054985328644,14.0
14,0.8474787431790023,0.8474787435419291,15.0
15,0.8456953589410401,0.8456953592650566,16.0
16,0.8536591198448207,0.8536591200588534,17.0
17,0.8607404751540448,0.8607404753927304,18.0
18,0.8594272867267447,0.8594272869481461,19.0
19,0.8621253770981141,0.8621253773570402,20.0
20,0.8519304079571629,0.8519304081085407,22.0
21,0.8423694046174472,0.8423694049925075,23.0
22,0.8510180804479279,0.851018080847827,24.0
23,0.8477229317130731,0.8477229321036415,25.0
24,0.8482516457222308,0.8482516460924135,26.0
25,0.8694783387547513,0.8694783391328537,27.0
26,0.8608195030821121,0.8608195034253153,28.0
27,0.8608154098423412,0.8608154101853278,30.0
28,0.8568255836052893,0.8568255840248069,31.0
29,0.855713308551224,0.8557133088943862,32.0
30,0.8480410602121121,0.848041060622765,33.0
31,0.8532534141084349,0.8532534143228121,36.0
32,0.8491558061709467,0.8491558064979486,37.0
33,0.8393589450843585,0.8393589455626718,38.0
34,0.8076988915099865,0.8076988920396645,42.0
35,0.8593782458624992,0.8593782457627581,43.0
36,0.8731453988906872,0.8731453988528446,44.0
37,0.8657938849228931,0.8657938849024804,47.0
38,0.874933478087661,0.8749334779939626,49.0
39,0.8905265977530327,0.8905265977361296,50.0
40,0.8859204409043168,0.8859204410119066,51.0
41,0.8682366695946055,0.8682366692354873,52.0
42,0.8632187222840615,0.8632187217916092,55.0
43,0.8579799513010337,0.8579799507134682,57.0
44,0.8521423498270031,0.8521423492613496,58.0
45,0.8560227389531038,0.8560227382412278,59.0
46,0.8853189609601999,0.8853189607568062,60.0
47,0.88531904737125,0.8853190471678365,63.0
48,0.882128192043649,0.8821281913152365,64.0
49,0.8812838229422998,0.8812838228047939,66.0
50,0.867836751400228,0.8678367512175309,69.0
51,0.8662310694500921,0.8662310692289226,70.0
52,0.8631412374461188,0.8631412373900104,73.0
53,0.8794234758808941,0.8794234761707453,74.0
54,0.8479518511617348,0.8479518508731144,79.0
55,0.8532239549991982,0.8532239553982763,83.0
56,0.8471358117629919,0.8471358121409174,89.0
57,0.8448526122771489,0.8448526125782265,91.0
58,0.842690981279385,0.8426909811922935,94.0
59,0.8445936421929566,0.8445936421940188,98.0
60,0.8443956278754178,0.8443956282950957,101.0
61,0.8452102389925195,0.8452102392400991,103.0
62,0.8448614408675086,0.8448614408823025,107.0
63,0.8427628277378397,0.842762827775891,111.0
64,0.84271784603519,0.8427178460501206,115.0
65,0.8403954721075396,0.8403954718702829,117.0
66,0.8620041264255401,0.862004126842724,121.0
67,0.8614969472292291,0.8614969475809942,130.0
68,0.8571812165691227,0.8571812174976692,135.0
69,0.8557283435949119,0.8557283442526262,138.0
70,0.8557142495996737,0.8557142502455342,142.0
71,0.8576052053978922,0.8576052056768688,143.0
72,0.8667560850770772,0.8667560855921721,147.0
73,0.8538386660137646,0.8538386667026103,154.0
74,0.8611010391592366,0.861101039466338,164.0
75,0.8516593645089066,0.851659365104845,167.0
76,0.8527382244487061,0.8527382246898487,178.0
77,0.852716774612623,0.852716774876467,182.0
78,0.8463245076545443,0.8463245083313339,185.0
79,0.8542408921696123,0.8542408927342977,187.0
80,0.8469774720828093,0.8469774723223533,196.0
81,0.8445977169608145,0.8445977174663077,200.0
82,0.8325726026671472,0.8325726027941793,209.0
83,0.8061042229823016,0.806104223757796,219.0
84,0.785644377517262,0.7856443775628047,230.0
85,0.7802235458126199,0.7802235464013028,242.0
86,0.7806775955732427,0.7806775958234844,251.0
87,0.7806400884708101,0.780640089243154,261.0
88,0.7785589531413393,0.7785589541552125,276.0
89,0.780130007390322,0.7801300083687244,291.0
90,0.7801133817832171,0.7801133827577189,299.0
91,0.7801094857112704,0.7801094867046542,307.0
92,0.7800134760695382,0.7800134770181457,321.0
93,0.7800058712659358,0.7800058722517096,333.0
94,0.7800882726246893,0.7800882736786964,343.0
95,0.7798034584625397,0.7798034594272625,353.0
96,0.7743068525366199,0.7743068532337569,362.0
97,0.7732663715873646,0.7732663720566944,375.0
98,0.7773386718918842,0.7773386719742098,386.0
99,0.7759560188210941,0.7759560190266529,399.0
100,0.7749689142887559,0.774968914556702,410.0
101,0.7692250620281048,0.7692250620959222,423.0
102,0.7672735818326999,0.767273581880482,438.0
103,0.7672678873692687,0.7672678874149456,451.0
104,0.7687449080802997,0.768744908731882,463.0
105,0.7687522993264649,0.7687522999697338,475.0
